33.59758,97.93917
33.77544,97.51572
33.77544,96.49447
33.77544,94.82559
33.77544,93.9787
33.77544,92.73327
33.77544,91.48784
33.77544,89.81896
34.09163,88.37426
34.09163,87.10392
34.26949,86.08267
38.39976,52.55567
38.55785,50.8868
38.71595,49.01865
38.89381,47.34977
39.38786,45.05818
39.54596,44.2362
39.54596,42.76659
39.54596,40.89844
39.70405,38.1834
40.53406,35.89181
40.53406,34.02366
40.71192,32.35479
40.87001,31.33353
41.02811,30.68591
41.02811,29.04194
41.70002,26.94962
42.01621,25.48001
42.19407,22.98915
42.53002,21.54445
42.68812,20.92173
42.68812,18.82941
43.34027,16.73708
43.51813,15.9151
43.83432,15.09312
44.17027,13.62351
44.17027,12.57735
44.17027,11.13265
44.32837,10.7092
44.32837,9.88722
43.67622,10.90847
43.18217,12.17881
42.84622,13.42424
41.70002,14.86894
41.02811,15.9151
40.04001,17.16053
39.05191,18.00742
37.39189,19.45212
36.73975,20.49829
36.0876,21.74372
34.76354,22.98915
33.93354,23.83604
32.78734,25.08147
31.28543,27.14889
29.64518,28.61849
28.16302,29.66466
26.50301,30.91009
25.02086,32.15552
23.36085,32.9775
21.54274,34.64638
18.91439,36.11599
17.09628,37.16215
15.27818,38.60685
12.96602,40.47499
11.30601,41.09771
9.3298,42.34314
6.85955,43.81275
4.86358,45.25745
2.55143,46.52779
53.41891,52.55567
55.57297,51.73369
57.05512,51.50951
58.53727,50.26408
59.86133,49.64136
61.83753,49.64136
63.81374,48.5952
65.8097,47.77322
68.12186,47.1505
70.09806,46.92633
72.25213,46.52779
74.05047,46.52779
77.19263,46.52779
79.68265,46.10434
81.65885,46.10434
83.79315,45.90507
86.10531,45.90507
88.10128,45.68089
90.07748,45.68089
91.55963,46.10434
93.87179,46.10434
96.51991,46.10434
