93.77511,86.73972
93.77511,86.73972
92.47383,86.98881
91.19228,87.43716
89.33894,87.91043
87.30817,88.15951
85.45483,88.85695
83.42406,89.55439
81.21583,90.47601
3.84911,93.29069
5.87989,91.42254
8.28527,90.02766
11.04556,89.08113
14.18045,87.21298
18.61661,84.87158
22.85561,82.77925
25.81306,80.21366
30.07178,77.17481
32.83206,75.08249
34.48822,73.21434
36.519,71.81946
40.22567,69.00479
42.43389,66.4392
43.538,65.2685
45.01672,63.42526
45.76594,62.25455
47.0475,61.08385
49.07828,58.99152
49.8275,58.045
51.30622,55.95267
52.21317,55.00615
52.96239,53.61126
53.88905,52.44056
54.81572,50.57241
55.91983,48.70427
57.75345,46.13868
58.68011,44.7438
59.42933,43.09983
60.356,41.70495
61.26295,39.8368
62.01217,38.21774
63.29372,35.87633
64.22039,33.53492
64.595,32.14004
66.25117,30.74516
67.35528,28.65283
68.834,24.91654
69.20861,22.10187
69.76067,20.00954
70.68733,18.1414
71.06194,16.49743
71.614,14.87837
71.79145,13.70766
72.54066,11.83952
72.54066,11.14208
72.89556,9.27393
72.89556,7.87905
73.64478,6.23508
74.19683,8.10323
74.01939,10.66881
73.82222,12.53696
73.82222,14.4051
73.82222,16.04907
73.82222,17.21978
73.46733,18.83884
73.27017,20.48281
73.46733,22.10187
73.27017,23.74584
73.46733,25.3649
73.46733,27.23304
73.46733,29.10119
73.46733,31.4426
72.71811,34.23236
