5.76411,25.3187
7.70703,25.91476
9.31631,26.53566
11.57324,26.73435
13.51615,26.93304
15.12544,26.93304
17.22536,27.35525
19.63929,27.35525
21.4252,27.55394
24.32977,27.55394
26.41006,27.55394
30.4529,27.55394
32.86683,27.35525
31.74818,26.33697
29.49126,25.71607
26.41006,24.89648
23.83913,23.87821
26.7437,22.85993
29.80526,22.85993
32.21919,23.67952
34.47612,24.30042
36.73304,25.3187
38.98996,26.11345
42.07116,26.93304
45.13272,27.55394
47.38965,27.95131
51.41286,28.57221
49.48957,27.55394
47.54665,26.33697
45.78036,25.51738
43.83745,24.49911
42.07116,23.87821
43.99445,22.85993
45.93737,22.85993
47.38965,23.67952
49.15594,23.67952
51.09886,24.30042
52.70814,25.09517
55.12207,25.51738
57.71263,26.11345
59.96955,26.33697
63.18812,26.73435
65.77868,26.73435
68.68324,26.93304
70.94017,26.93304
73.19709,26.73435
75.61102,26.73435
78.02495,26.73435
80.61551,26.53566
82.5388,26.33697
84.79572,26.33697
86.89564,26.33697
89.80021,26.73435
85.44336,30.0127
83.67707,32.04925
82.38179,33.26621
80.61551,35.10408
79.16322,36.94194
77.71094,38.58112
76.25866,40.61767
74.80638,42.45553
74.80638,39.59939
74.96338,36.54457
74.80638,34.0858
74.80638,31.42835
74.80638,29.59049
74.80638,27.15656
74.80638,23.87821
74.31574,19.60642
74.31574,16.94897
72.54945,19.60642
71.90181,22.46256
71.25417,25.09517
70.94017,29.78918
70.94017,33.4649
70.60654,37.56284
70.60654,40.41898
70.29253,43.47381
69.48789,46.13126
68.84025,49.58346
68.19261,52.24091
67.23096,55.51927
65.93568,58.37541
65.77868,54.89837
65.44505,51.42133
65.28804,48.16781
65.28804,44.49208
64.4834,42.65422
63.34513,45.70905
62.38348,50.40305
61.57884,53.88009
61.0882,57.35713
60.28356,60.61064
59.16491,64.08768
58.02663,66.52161
56.57435,69.40259
56.57435,62.24982
56.90798,59.19499
57.06499,55.91664
57.22199,53.88009
57.55562,51.42133
57.37899,46.95085
57.71263,44.49208
57.55562,41.43726
57.55562,38.77981
57.55562,35.92367
57.06499,33.26621
56.41735,31.03098
55.4557,27.75262
53.82679,23.48083
52.55114,20.62469
51.41286,18.56331
50.29421,16.52675
49.48957,13.47193
48.3513,11.43538
46.74201,9.59751
46.58501,12.03144
46.58501,15.1111
46.25137,18.16593
46.09437,20.20248
45.28973,24.30042
44.79909,26.73435
44.32808,29.78918
44.32808,33.26621
44.15145,37.33932
43.99445,40.41898
43.83745,43.47381
43.68044,46.72732
43.68044,50.40305
43.34681,54.27747
43.34681,58.17672
43.18981,61.82761
42.8758,64.90727
42.22816,68.583
41.89453,72.0352
40.61888,75.90962
38.83296,77.971
38.18532,73.47569
37.71431,68.98037
37.06667,63.66547
37.22368,60.80933
37.53768,55.91664
37.22368,53.0605
37.38068,49.38478
37.06667,46.52864
37.06667,43.07643
36.73304,39.59939
36.90967,36.94194
36.73304,34.48318
36.41903,31.03098
36.0854,28.37352
35.45739,26.53566
34.63312,22.66124
34.63312,20.00379
33.82848,16.52675
33.67147,14.29151
33.02383,12.25496
32.55282,8.77792
31.41455,5.52441
29.96227,2.86696
